;+
;> DESCRIPTION = 'Filter transmission curve for SPIRE 500 micron band'
;> WAVE_UNITS  = '[um]'
;> T_UNITS     = '[]'
;-

;~ WAVE     T
383.004	0.004
390.984	0.005
397.819	0.008
401.539	0.020
402.404	0.033
403.519	0.045
403.265	0.057
404.390	0.069
404.190	0.081
404.628	0.095
405.066	0.107
405.516	0.120
406.094	0.132
406.444	0.145
406.793	0.158
407.318	0.170
407.783	0.182
408.095	0.194
408.717	0.206
408.555	0.217
409.268	0.229
409.415	0.241
410.193	0.254
410.295	0.266
411.007	0.280
411.150	0.292
412.012	0.305
412.036	0.318
413.138	0.330
412.879	0.343
414.023	0.354
413.762	0.367
414.862	0.379
414.646	0.392
415.758	0.403
415.966	0.417
416.432	0.429
416.951	0.443
417.487	0.454
417.807	0.468
418.373	0.480
418.145	0.491
419.276	0.503
419.392	0.515
419.936	0.527
421.014	0.540
421.895	0.552
422.535	0.564
424.752	0.576
427.252	0.587
433.301	0.596
440.564	0.601
448.552	0.601
455.352	0.595
459.214	0.584
462.710	0.570
465.991	0.558
468.624	0.545
472.248	0.535
475.933	0.523
481.311	0.515
487.556	0.509
494.635	0.502
502.077	0.496
509.015	0.492
516.375	0.487
523.803	0.483
531.785	0.480
538.881	0.477
546.419	0.477
553.513	0.477
560.608	0.475
567.703	0.475
574.797	0.475
583.222	0.474
591.188	0.472
596.340	0.463
599.404	0.452
601.697	0.440
603.783	0.429
604.970	0.416
606.180	0.402
606.686	0.388
607.089	0.376
607.969	0.365
608.087	0.351
608.360	0.340
609.099	0.328
609.270	0.315
610.023	0.303
609.813	0.291
610.339	0.279
610.714	0.267
611.378	0.254
611.614	0.242
612.725	0.227
612.979	0.215
613.375	0.202
614.282	0.190
615.793	0.176
617.174	0.162
618.993	0.150
620.609	0.137
622.307	0.126
625.217	0.114
627.872	0.102
630.409	0.091
633.204	0.077
635.914	0.066
638.380	0.055
641.175	0.044
644.597	0.032
649.036	0.021
655.319	0.012
662.344	0.007
669.882	0.006
676.977	0.006
688.949	0.004
697.479	0.004
