;+
;> DESCRIPTION = 'Filter transmission curve for SPIRE 350 micron band'
;> WAVE_UNITS  = '[um]'
;> T_UNITS     = '[]'
;-

;~ WAVE     T
273.041	0.002
280.134	0.005
285.997	0.014
288.559	0.025
290.252	0.038
291.120	0.050
291.976	0.063
292.191	0.076
292.957	0.089
293.839	0.102
294.545	0.114
294.716	0.126
295.597	0.139
296.371	0.152
296.482	0.165
297.355	0.177
298.032	0.188
298.232	0.200
299.113	0.212
299.951	0.225
300.134	0.236
300.872	0.248
301.754	0.260
302.535	0.271
302.748	0.283
303.512	0.295
304.394	0.307
305.273	0.319
305.451	0.331
306.152	0.344
307.034	0.357
307.850	0.369
307.936	0.381
308.792	0.392
309.674	0.404
310.406	0.416
311.392	0.428
312.319	0.440
315.825	0.451
319.414	0.440
322.980	0.429
329.176	0.421
333.605	0.434
337.213	0.445
340.411	0.456
344.232	0.467
348.705	0.478
353.091	0.490
356.647	0.502
360.176	0.513
363.819	0.523
368.521	0.534
373.678	0.543
381.000	0.549
386.973	0.542
389.395	0.529
390.359	0.518
391.353	0.506
392.367	0.494
393.811	0.483
394.012	0.471
395.424	0.456
395.800	0.445
396.697	0.430
397.462	0.417
398.354	0.405
399.246	0.392
399.372	0.381
400.143	0.366
401.036	0.354
401.691	0.341
401.938	0.330
402.824	0.317
402.935	0.305
403.721	0.293
404.613	0.282
404.641	0.270
405.510	0.258
406.362	0.247
406.406	0.235
407.282	0.223
407.303	0.212
407.587	0.196
409.089	0.181
409.851	0.169
409.986	0.158
410.866	0.146
410.888	0.134
411.774	0.123
411.785	0.111
412.642	0.099
412.677	0.086
413.543	0.074
413.574	0.061
414.420	0.050
415.189	0.038
416.099	0.026
417.856	0.013
422.188	0.003
